2021-01-23T00:01:33.000Z,1001
2021-01-23T00:06:47.000Z,1003
2021-01-23T00:12:02.000Z,1001
2021-01-23T00:17:16.000Z,1004
2021-01-23T00:22:31.000Z,1002
2021-01-23T00:27:45.000Z,1004
2021-01-23T00:38:15.000Z,1003
2021-01-23T00:43:29.000Z,1002
2021-01-23T00:48:44.000Z,1002
2021-01-23T00:53:59.000Z,1002
2021-01-23T00:59:13.000Z,1004
2021-01-23T01:04:28.000Z,1002
2021-01-23T01:09:43.000Z,1004
2021-01-23T01:14:57.000Z,1002
2021-01-23T01:20:12.000Z,1003
2021-01-23T01:25:27.000Z,1003
2021-01-23T01:30:42.000Z,1004
2021-01-23T01:35:57.000Z,1002
2021-01-23T01:41:11.000Z,1004
2021-01-23T01:46:26.000Z,1002
2021-01-23T01:51:41.000Z,1004
2021-01-23T01:56:56.000Z,1003
2021-01-23T02:02:11.000Z,1004
2021-01-23T02:07:26.000Z,1004
2021-01-23T02:12:41.000Z,1003
2021-01-23T02:17:56.000Z,1003
2021-01-23T02:23:11.000Z,1003
2021-01-23T02:28:27.000Z,1004
2021-01-23T02:33:42.000Z,1002
2021-01-23T02:38:57.000Z,1005
2021-01-23T02:44:12.000Z,1002
2021-01-23T02:49:28.000Z,1003
2021-01-23T02:54:43.000Z,1003
2021-01-23T02:59:59.000Z,1001
2021-01-23T03:05:14.000Z,1001
2021-01-23T03:10:30.000Z,1004
2021-01-23T03:15:46.000Z,1004
2021-01-23T03:21:01.000Z,1004
2021-01-23T03:26:17.000Z,1002
2021-01-23T03:31:33.000Z,1004
2021-01-23T03:36:49.000Z,1002
2021-01-23T03:42:05.000Z,1004
2021-01-23T03:47:21.000Z,1002
2021-01-23T03:52:37.000Z,1004
2021-01-23T03:57:54.000Z,1002
2021-01-23T04:03:10.000Z,1003
2021-01-23T04:08:26.000Z,1003
2021-01-23T04:13:43.000Z,1002
2021-01-23T04:18:59.000Z,1003
2021-01-23T04:24:16.000Z,1002
2021-01-23T04:29:33.000Z,1004
2021-01-23T04:34:49.000Z,1003
2021-01-23T04:40:06.000Z,1002
2021-01-23T04:45:23.000Z,1003
2021-01-23T04:50:40.000Z,1004
2021-01-23T04:55:56.000Z,1002
2021-01-23T05:01:13.000Z,1004
2021-01-23T05:06:30.000Z,1001
2021-01-23T05:11:47.000Z,1003
2021-01-23T05:17:04.000Z,1001
2021-01-23T05:22:21.000Z,1003
2021-01-23T05:27:38.000Z,1001
2021-01-23T05:32:55.000Z,1003
2021-01-23T05:38:12.000Z,1001
2021-01-23T05:43:29.000Z,1003
2021-01-23T05:48:46.000Z,1001
2021-01-23T05:54:03.000Z,1003
2021-01-23T05:59:20.000Z,1001
2021-01-23T06:04:37.000Z,1004
2021-01-23T06:09:54.000Z,1003
2021-01-23T06:15:11.000Z,1003
2021-01-23T06:20:28.000Z,1002
2021-01-23T06:25:45.000Z,1003
2021-01-23T06:31:02.000Z,1001
2021-01-23T06:36:19.000Z,1005
2021-01-23T06:41:36.000Z,1002
2021-01-23T06:46:53.000Z,1003
2021-01-23T06:52:10.000Z,1003
2021-01-23T06:57:27.000Z,1002
2021-01-23T07:02:44.000Z,1003
2021-01-23T07:08:01.000Z,1002
2021-01-23T07:13:18.000Z,1002
2021-01-23T07:18:35.000Z,1003
2021-01-23T07:23:53.000Z,1001
2021-01-23T07:29:10.000Z,1004
2021-01-23T07:34:27.000Z,1004
2021-01-23T07:39:45.000Z,1003
2021-01-23T07:45:02.000Z,1004
2021-01-23T07:50:20.000Z,1003
2021-01-23T07:55:37.000Z,1005
2021-01-23T08:00:54.000Z,1004
2021-01-23T08:06:11.000Z,1004
2021-01-23T08:11:27.000Z,1005
2021-01-23T08:16:43.000Z,1002
2021-01-23T08:21:58.000Z,1005
2021-01-23T08:27:13.000Z,1002
2021-01-23T08:32:28.000Z,1004
2021-01-23T08:37:42.000Z,1001
2021-01-23T08:42:56.000Z,1011
2021-01-23T08:48:10.000Z,1007
2021-01-23T08:53:23.000Z,1005
2021-01-23T08:58:37.000Z,1011
2021-01-23T09:03:49.000Z,1007
2021-01-23T09:09:03.000Z,1011
2021-01-23T09:14:14.000Z,1009
2021-01-23T09:19:26.000Z,1008
2021-01-23T09:24:38.000Z,1011
2021-01-23T09:29:50.000Z,1006
2021-01-23T09:35:04.000Z,1007
2021-01-23T09:40:18.000Z,1003
2021-01-23T09:45:32.000Z,1007
2021-01-23T09:50:46.000Z,1002
2021-01-23T09:56:00.000Z,1011
2021-01-23T10:01:12.000Z,1011
2021-01-23T10:06:25.000Z,1005
2021-01-23T10:11:36.000Z,1010
2021-01-23T10:16:47.000Z,1009
2021-01-23T10:21:58.000Z,1015
2021-01-23T10:27:08.000Z,1018
2021-01-23T10:32:19.000Z,1012
2021-01-23T10:37:29.000Z,1014
2021-01-23T10:42:39.000Z,1007
2021-01-23T10:47:50.000Z,1007
2021-01-23T10:53:01.000Z,1016
2021-01-23T10:58:12.000Z,1011
2021-01-23T11:03:22.000Z,1015
2021-01-23T11:08:32.000Z,1016
2021-01-23T11:13:42.000Z,1007
2021-01-23T11:18:53.000Z,1009
2021-01-23T11:24:04.000Z,1012
2021-01-23T11:29:16.000Z,1014
2021-01-23T11:34:28.000Z,1005
2021-01-23T11:39:40.000Z,1011
2021-01-23T11:44:53.000Z,1005
2021-01-23T11:50:05.000Z,1005
2021-01-23T11:55:17.000Z,1007
2021-01-23T12:00:30.000Z,1003
2021-01-23T12:05:43.000Z,1008
2021-01-23T12:10:56.000Z,1012
2021-01-23T12:16:09.000Z,1009
2021-01-23T12:21:22.000Z,1005
2021-01-23T12:26:35.000Z,1010
2021-01-23T12:31:47.000Z,1011
2021-01-23T12:37:00.000Z,1005
2021-01-23T12:42:12.000Z,1004
2021-01-23T12:47:24.000Z,1004
2021-01-23T12:52:37.000Z,1014
2021-01-23T12:57:48.000Z,1006
2021-01-23T13:02:59.000Z,1009
2021-01-23T13:08:10.000Z,1011
2021-01-23T13:13:20.000Z,1011
2021-01-23T13:18:29.000Z,1016
2021-01-23T13:23:39.000Z,1012
2021-01-23T13:28:49.000Z,1008
2021-01-23T13:33:59.000Z,1011
2021-01-23T13:39:09.000Z,1014
2021-01-23T13:44:18.000Z,1008
2021-01-23T13:49:27.000Z,1009
2021-01-23T13:54:36.000Z,1014
2021-01-23T13:59:45.000Z,1014
2021-01-23T14:04:54.000Z,1011
2021-01-23T14:10:03.000Z,1016
2021-01-23T14:15:12.000Z,1014
2021-01-23T14:20:21.000Z,1018
2021-01-23T14:25:30.000Z,1015
2021-01-23T14:30:39.000Z,1019
2021-01-23T14:35:49.000Z,1011
2021-01-23T14:40:58.000Z,1007
2021-01-23T14:46:08.000Z,1010
2021-01-23T14:51:17.000Z,1015
2021-01-23T14:56:27.000Z,1010
2021-01-23T15:01:36.000Z,1014
2021-01-23T15:06:46.000Z,1009
2021-01-23T15:11:56.000Z,1015
2021-01-23T15:17:07.000Z,1010
2021-01-23T15:22:18.000Z,1008
2021-01-23T15:27:30.000Z,1007
2021-01-23T15:32:42.000Z,1010
2021-01-23T15:37:56.000Z,1004
2021-01-23T15:43:10.000Z,1007
2021-01-23T15:48:24.000Z,1004
2021-01-23T15:53:39.000Z,1000
2021-01-23T15:58:54.000Z,1001
2021-01-23T16:04:09.000Z,998
2021-01-23T16:09:24.000Z,1000
2021-01-23T16:14:39.000Z,1007
2021-01-23T16:19:55.000Z,1005
2021-01-23T16:25:10.000Z,1000
2021-01-23T16:30:26.000Z,1001
2021-01-23T16:35:42.000Z,1005
2021-01-23T16:40:58.000Z,1004
2021-01-23T16:46:14.000Z,998
2021-01-23T16:51:29.000Z,1003
2021-01-23T16:56:45.000Z,1002
2021-01-23T17:02:02.000Z,995
2021-01-23T17:07:18.000Z,999
2021-01-23T17:12:34.000Z,1005
2021-01-23T17:17:50.000Z,1005
2021-01-23T17:23:06.000Z,1004
2021-01-23T17:28:22.000Z,1001
2021-01-23T17:33:39.000Z,1005
2021-01-23T17:38:55.000Z,1002
2021-01-23T17:44:11.000Z,1005
2021-01-23T17:49:28.000Z,1000
2021-01-23T17:54:44.000Z,1005
2021-01-23T18:00:01.000Z,1000
2021-01-23T18:05:17.000Z,1004
2021-01-23T18:10:34.000Z,1001
2021-01-23T18:15:51.000Z,1003
2021-01-23T18:21:07.000Z,1002
2021-01-23T18:26:24.000Z,999
2021-01-23T18:31:41.000Z,1002
2021-01-23T18:36:58.000Z,1005
